,Actual_OFI,FNN_Model_OFI,actual_signal,FNN_signal
600,0.16853932584269662,0.14705275,BUY,BUY
601,0.12195121951219512,0.110086426,BUY,BUY
602,0.5,0.47881174,BUY,BUY
603,-0.9795918367346939,-0.9,SELL,SELL
604,-0.9187358916478555,-0.9,SELL,SELL
605,-1.0,-0.9,SELL,SELL
606,0.9630484988452656,0.9,BUY,BUY
607,0.23076923076923078,0.2215256,BUY,BUY
608,1.0,0.9719595,BUY,BUY
609,-1.0,-0.9,SELL,SELL
610,0.0,-0.017002597,HOLD,SELL
611,0.9759797724399494,0.9,BUY,BUY
612,0.3333333333333333,0.3300969,BUY,BUY
613,-0.9939903846153846,-0.9,SELL,SELL
614,-1.0,-0.9,SELL,SELL
615,0.4117647058823529,0.45451432,BUY,BUY
616,-0.5,-0.50859594,SELL,SELL
617,-0.9906367041198502,-0.9,SELL,SELL
618,-0.9899547965846308,-0.9,SELL,SELL
619,-0.9813084112149533,-0.9,SELL,SELL
620,-0.9298245614035088,-0.9,SELL,SELL
621,-0.9523809523809523,-0.9,SELL,SELL
622,-0.9935064935064936,-0.9,SELL,SELL
623,-1.0,-0.9,SELL,SELL
624,-0.9744408945686901,-0.9,SELL,SELL
625,-0.9722222222222222,-0.9,SELL,SELL
626,-0.9739696312364425,-0.9,SELL,SELL
627,-1.0,-0.9,SELL,SELL
628,1.0,0.91821027,BUY,BUY
629,-0.9351851851851852,-0.9,SELL,SELL
630,0.07692307692307693,0.06608488,BUY,BUY
631,-0.9936406995230525,-0.9,SELL,SELL
632,-0.7221324717285945,-0.03564121,SELL,SELL
633,-0.7478510028653295,-0.49270678,SELL,SELL
634,1.0,0.9,BUY,BUY
635,1.0,0.9,BUY,BUY
636,0.999058158700259,0.9,BUY,BUY
637,1.0,0.9,BUY,BUY
638,-1.0,-0.9,SELL,SELL
639,-0.983739837398374,-0.9,SELL,SELL
640,1.0,0.9,BUY,BUY
641,0.9111111111111111,0.9,BUY,BUY
642,0.981766740018862,0.9,BUY,BUY
643,-1.0,-0.88248116,SELL,SELL
644,0.3191489361702128,0.3191139,BUY,BUY
645,0.052083333333333336,-0.7036748,BUY,SELL
646,0.925,0.9,BUY,BUY
647,0.9829787234042553,0.9,BUY,BUY
648,-0.375,-0.38393188,SELL,SELL
649,0.5,0.5108607,BUY,BUY
650,0.9864406779661017,0.9,BUY,BUY
651,0.9934402332361516,0.9,BUY,BUY
652,1.0,0.9,BUY,BUY
653,0.9597678916827853,0.9,BUY,BUY
654,0.9594594594594594,0.9,BUY,BUY
655,0.0,-0.010746494,HOLD,SELL
656,-0.9925289503175196,-0.9,SELL,SELL
657,-1.0,-0.9,SELL,SELL
658,0.9867549668874173,0.9,BUY,BUY
659,0.5789473684210527,0.5694363,BUY,BUY
660,0.9354838709677419,0.9,BUY,BUY
661,-1.0,-0.9,SELL,SELL
662,-1.0,-0.9134671,SELL,SELL
663,0.0,-0.0125603825,HOLD,SELL
664,0.4117647058823529,0.45451432,BUY,BUY
665,-0.9718789944610141,-0.9,SELL,SELL
666,0.5555555555555556,0.5157057,BUY,BUY
667,-1.0,-0.8670721,SELL,SELL
668,0.9779816513761468,0.9,BUY,BUY
669,-0.9807692307692307,-0.9,SELL,SELL
670,-0.6895703198939996,0.94568205,SELL,BUY
671,-1.0,-0.9,SELL,SELL
672,-0.9580083983203359,-0.9,SELL,SELL
673,0.3076923076923077,0.28506726,BUY,BUY
674,1.0,0.9,BUY,BUY
675,-1.0,-0.9696114,SELL,SELL
676,1.0,0.9414704,BUY,BUY
677,0.9183673469387755,0.9,BUY,BUY
678,1.0,0.9,BUY,BUY
679,1.0,0.9594053,BUY,BUY
680,1.0,0.91821027,BUY,BUY
681,1.0,0.9719595,BUY,BUY
682,0.983530254206946,0.9,BUY,BUY
683,0.7727272727272727,0.85935414,BUY,BUY
684,-1.0,-0.9,SELL,SELL
685,-0.015384615384615385,-0.021575943,SELL,SELL
686,-1.0,-0.9632516,SELL,SELL
687,1.0,0.9486439,BUY,BUY
688,-0.23404255319148937,-0.24347307,SELL,SELL
689,-1.0,-0.9187422,SELL,SELL
690,0.5,0.49804032,BUY,BUY
691,-1.0,-0.9434736,SELL,SELL
692,0.9934183463595229,0.9,BUY,BUY
693,0.9879275653923542,0.9,BUY,BUY
694,1.0,0.9,BUY,BUY
695,0.3333333333333333,0.35801905,BUY,BUY
696,0.9672897196261683,0.9,BUY,BUY
697,0.9923615531508593,0.9,BUY,BUY
698,0.6363636363636364,0.64768344,BUY,BUY
699,0.7551020408163265,0.7434715,BUY,BUY
700,-1.0,-0.90550196,SELL,SELL
701,-0.9956584659913169,-0.9,SELL,SELL
702,-0.9548532731376975,-0.9,SELL,SELL
703,-0.9777587681779298,-0.9,SELL,SELL
704,-1.0,-0.9,SELL,SELL
705,1.0,0.93304634,BUY,BUY
706,-0.4823529411764706,-0.533473,SELL,SELL
707,1.0,0.9521267,BUY,BUY
708,0.4666666666666667,0.45474726,BUY,BUY
709,1.0,0.9414704,BUY,BUY
710,0.3333333333333333,0.35801905,BUY,BUY
711,-0.6666666666666666,-0.7021823,SELL,SELL
712,0.0,0.005210027,HOLD,BUY
713,-1.0,-0.9,SELL,SELL
714,-1.0,-0.9,SELL,SELL
715,1.0,0.93304634,BUY,BUY
716,-0.9817351598173516,-0.9,SELL,SELL
717,-0.9857281868310087,-0.9,SELL,SELL
718,-0.9902152641878669,-0.9,SELL,SELL
719,1.0,0.9486439,BUY,BUY
720,-0.05263157894736842,-0.045202747,SELL,SELL
721,-0.6,-0.6078384,SELL,SELL
722,-0.9290780141843972,-0.9,SELL,SELL
723,-0.7754237288135594,-0.61199236,SELL,SELL
724,-1.0,-0.9,SELL,SELL
725,-1.0,-0.9,SELL,SELL
726,-0.5,-0.4872979,SELL,SELL
727,-1.0,-0.9,SELL,SELL
728,-0.994634473507713,-0.9,SELL,SELL
729,-0.9844559585492227,-0.9,SELL,SELL
730,-1.0,-0.9,SELL,SELL
731,-0.9944664031620554,-0.9,SELL,SELL
732,-0.9900593676653321,-0.9,SELL,SELL
733,-0.971830985915493,-0.9,SELL,SELL
734,-1.0,-0.9632518,SELL,SELL
735,-1.0,-0.9,SELL,SELL
736,0.9782529902138456,0.9,BUY,BUY
737,0.6,0.57402515,BUY,BUY
738,0.3333333333333333,0.32995927,BUY,BUY
739,0.043478260869565216,0.040073797,BUY,BUY
740,1.0,0.9719595,BUY,BUY
741,0.6,0.5999261,BUY,BUY
742,1.0,0.94505733,BUY,BUY
743,-0.058823529411764705,-0.06419997,SELL,SELL
744,1.0,0.9881177,BUY,BUY
745,1.0,0.9,BUY,BUY
746,0.9819819819819819,0.9,BUY,BUY
747,-0.2,-0.22761191,SELL,SELL
748,0.7142857142857143,0.6991056,BUY,BUY
749,1.0,0.9,BUY,BUY
750,0.9915469146238377,0.9,BUY,BUY
751,0.9661458333333334,0.9,BUY,BUY
752,0.9641434262948207,0.9,BUY,BUY
753,1.0,0.9,BUY,BUY
754,0.987012987012987,0.9,BUY,BUY
755,-0.9784172661870504,-0.9,SELL,SELL
756,-0.9823008849557522,-0.9,SELL,SELL
757,-0.9798994974874372,-0.9,SELL,SELL
758,-1.0,-0.93781817,SELL,SELL
759,-1.0,-0.9,SELL,SELL
760,-0.9634997316156736,-0.9,SELL,SELL
761,0.9869520897043833,0.9,BUY,BUY
762,0.4444444444444444,0.42358422,BUY,BUY
763,1.0,0.9378834,BUY,BUY
764,-1.0,-0.8670721,SELL,SELL
765,0.992,0.9,BUY,BUY
766,-1.0,-0.9,SELL,SELL
767,0.38461538461538464,0.4631787,BUY,BUY
768,0.8993288590604027,0.9,BUY,BUY
769,0.0,-0.0125603825,HOLD,SELL
770,0.988909426987061,0.9,BUY,BUY
771,1.0,0.9,BUY,BUY
772,-1.0,-0.9,SELL,SELL
773,0.9617918313570487,0.9,BUY,BUY
774,-0.3333333333333333,-0.3189261,SELL,SELL
775,0.9861198738170347,0.9,BUY,BUY
776,0.0,-0.0036755353,HOLD,SELL
777,-1.0,-0.9505348,SELL,SELL
778,-0.9816597890875745,-0.9,SELL,SELL
779,-0.9707174231332357,-0.9,SELL,SELL
780,-1.0,-0.9,SELL,SELL
781,-1.0,-0.8670721,SELL,SELL
782,0.3333333333333333,0.3302341,BUY,BUY
783,-1.0,-0.9918661,SELL,SELL
784,0.9895233106338397,0.9,BUY,BUY
785,0.25,0.26449233,BUY,BUY
786,0.3333333333333333,0.33050877,BUY,BUY
787,-0.9875679875679876,-0.9,SELL,SELL
788,-0.9803746654772525,-0.9,SELL,SELL
789,-1.0,-0.9,SELL,SELL
790,-0.9090909090909091,-0.9,SELL,SELL
791,-0.9024390243902439,-0.9,SELL,SELL
792,-0.3333333333333333,-0.3136282,SELL,SELL
793,-0.5,-0.46633887,SELL,SELL
794,-0.9598765432098766,-0.9,SELL,SELL
795,-1.0,-0.9,SELL,SELL
796,-0.9855072463768116,-0.9,SELL,SELL
797,1.0,0.9813297,BUY,BUY
798,0.0,-0.003675297,HOLD,SELL
799,0.9806896551724138,0.9,BUY,BUY
800,1.0,0.9,BUY,BUY
801,1.0,0.9,BUY,BUY
802,-0.3360455655004068,-0.4452634,SELL,SELL
803,-1.0,-0.9,SELL,SELL
804,-1.0,-0.9,SELL,SELL
805,0.5,0.4852202,BUY,BUY
806,-0.9705882352941176,-0.9,SELL,SELL
807,-1.0,-0.9,SELL,SELL
808,-0.9922779922779923,-0.9,SELL,SELL
809,-1.0,-0.9,SELL,SELL
810,-1.0,-0.9715801,SELL,SELL
811,-0.9763313609467456,-0.9,SELL,SELL
812,-0.3333333333333333,-0.3136282,SELL,SELL
813,-1.0,-0.93781817,SELL,SELL
814,0.0,-0.057698235,HOLD,SELL
815,-1.0,-0.9,SELL,SELL
816,-1.0,-0.9,SELL,SELL
817,-0.7952755905511811,-0.77327394,SELL,SELL
818,-0.9874664279319606,-0.9,SELL,SELL
819,-0.9679144385026738,-0.9,SELL,SELL
820,-0.3333333333333333,-0.35809052,SELL,SELL
821,-0.9851851851851852,-0.9,SELL,SELL
822,-0.9714285714285714,-0.9,SELL,SELL
823,0.9588815789473685,0.9,BUY,BUY
824,1.0,0.9809265,BUY,BUY
825,-0.9683490162532079,-0.9,SELL,SELL
826,-0.9777227722772277,-0.9,SELL,SELL
827,-0.7785467128027682,-0.699162,SELL,SELL
828,-0.9739970282317979,-0.9,SELL,SELL
829,-0.9672131147540983,-0.9,SELL,SELL
830,-0.9522058823529411,-0.9,SELL,SELL
831,0.43529411764705883,0.4640813,BUY,BUY
832,0.9376770538243626,0.9,BUY,BUY
833,0.9549356223175965,0.9,BUY,BUY
834,0.7230769230769231,0.70959353,BUY,BUY
835,0.5428571428571428,0.56065917,BUY,BUY
836,0.9934308748880263,0.9,BUY,BUY
837,1.0,0.91821027,BUY,BUY
838,-0.6666666666666666,-0.6478443,SELL,SELL
839,1.0,0.9,BUY,BUY
840,0.9515570934256056,0.9,BUY,BUY
841,1.0,0.9,BUY,BUY
842,-0.20634920634920634,-0.2106774,SELL,SELL
843,0.0,0.0007672161,HOLD,BUY
844,-0.9923459624952162,-0.9,SELL,SELL
845,-0.9734079776067179,-0.9,SELL,SELL
846,-0.3333333333333333,-0.35090733,SELL,SELL
847,0.0,0.0007958263,HOLD,BUY
848,0.6363636363636364,0.63482344,BUY,BUY
849,-0.9765494137353434,-0.9,SELL,SELL
850,-0.9931532902244199,-0.9,SELL,SELL
851,-0.9536934950385888,-0.9,SELL,SELL
852,1.0,0.98451304,BUY,BUY
853,1.0,0.9,BUY,BUY
854,0.0,-0.007702127,HOLD,SELL
855,0.0,-0.011397377,HOLD,SELL
856,-0.9844101575056252,-0.9,SELL,SELL
857,0.6907630522088354,0.9,BUY,BUY
858,-0.5519125683060109,-0.8862195,SELL,SELL
859,0.890295358649789,0.9,BUY,BUY
860,0.35714285714285715,0.36853307,BUY,BUY
861,1.0,0.9,BUY,BUY
862,0.2,0.18830095,BUY,BUY
863,0.3333333333333333,0.32954717,BUY,BUY
864,0.7142857142857143,0.69321537,BUY,BUY
865,-0.3488372093023256,-0.36328363,SELL,SELL
866,-0.4909090909090909,-0.49065256,SELL,SELL
867,0.04,0.03929709,BUY,BUY
868,-0.3142857142857143,-0.31695175,SELL,SELL
869,0.47619047619047616,0.43697345,BUY,BUY
870,-0.5730337078651685,-0.67101765,SELL,SELL
871,-0.5428571428571428,-0.51940084,SELL,SELL
872,-0.3333333333333333,-0.3553114,SELL,SELL
873,0.3333333333333333,0.35801905,BUY,BUY
874,-0.6129032258064516,-0.62966526,SELL,SELL
875,-0.9811320754716981,-0.9,SELL,SELL
876,0.7897727272727273,0.9,BUY,BUY
877,-1.0,-0.94099736,SELL,SELL
878,-0.2,-0.14957477,SELL,SELL
879,1.0,0.9,BUY,BUY
880,-0.6666666666666666,-0.6614294,SELL,SELL
881,-0.9566446748350612,-0.9,SELL,SELL
882,0.0,-0.008117631,HOLD,SELL
883,1.0,0.9,BUY,BUY
884,-1.0,-0.9,SELL,SELL
885,0.037037037037037035,0.03641735,BUY,BUY
886,-0.9134860050890585,-0.9,SELL,SELL
887,-0.9333333333333333,-0.9,SELL,SELL
888,-1.0,-0.9,SELL,SELL
889,-0.7142857142857143,-0.73368204,SELL,SELL
890,-1.0,-0.9715801,SELL,SELL
891,-0.7962962962962963,-0.7814145,SELL,SELL
892,-0.9542682926829268,-0.9,SELL,SELL
893,-0.8183786709974286,-0.9,SELL,SELL
894,0.5560538116591929,0.9,BUY,BUY
895,-0.28,-0.25498152,SELL,SELL
896,0.21739130434782608,0.23486994,BUY,BUY
897,-0.25,-0.26301455,SELL,SELL
898,-0.3333333333333333,-0.33482015,SELL,SELL
899,0.98914223669924,0.9,BUY,BUY
900,-0.13513513513513514,-0.16128255,SELL,SELL
901,-0.125,-0.14537503,SELL,SELL
902,-0.21428571428571427,-0.24018206,SELL,SELL
903,0.9,0.8956624,BUY,BUY
904,0.9944382647385984,0.9,BUY,BUY
905,0.9740680713128039,0.9,BUY,BUY
906,0.9349871685201027,0.9,BUY,BUY
907,0.9641517298874531,0.9,BUY,BUY
908,0.3333333333333333,0.32872343,BUY,BUY
909,0.982532751091703,0.9,BUY,BUY
910,0.32231404958677684,0.30524713,BUY,BUY
911,-0.9291617473435655,-0.9,SELL,SELL
912,1.0,0.9521267,BUY,BUY
913,-0.02857142857142857,-0.018315807,SELL,SELL
914,1.0,0.9701661,BUY,BUY
915,-0.3333333333333333,-0.34541583,SELL,SELL
916,0.9714115544967242,0.9,BUY,BUY
917,-0.9836065573770492,-0.9,SELL,SELL
918,-0.9664570230607966,-0.9,SELL,SELL
919,0.02702702702702703,0.021531984,BUY,BUY
920,-0.9804772234273319,-0.9,SELL,SELL
921,-0.9661016949152542,-0.9,SELL,SELL
922,1.0,0.93967664,BUY,BUY
923,0.26995884773662554,-0.9,BUY,SELL
924,0.9829059829059829,0.9,BUY,BUY
925,0.9679430097951914,0.9,BUY,BUY
926,-0.03225806451612903,-0.017880931,SELL,SELL
927,1.0,0.9,BUY,BUY
928,0.2857142857142857,0.3206584,BUY,BUY
929,-1.0,-0.9,SELL,SELL
930,-0.9523809523809523,-0.9,SELL,SELL
931,0.9708914493632504,0.9,BUY,BUY
932,-0.18136135221562358,0.9,SELL,BUY
933,1.0,0.95043725,BUY,BUY
934,-0.9917568263781555,-0.9,SELL,SELL
935,-0.9459459459459459,-0.9,SELL,SELL
936,-1.0,-0.9187422,SELL,SELL
937,0.9720101781170484,0.9,BUY,BUY
938,0.8426103646833013,0.9,BUY,BUY
939,-0.7818181818181819,-0.7809763,SELL,SELL
940,-0.9489795918367347,-0.9,SELL,SELL
941,-0.9672131147540983,-0.9,SELL,SELL
942,0.9938712972420838,0.9,BUY,BUY
943,0.9768451519536903,0.9,BUY,BUY
944,1.0,0.5204235,BUY,BUY
945,0.9851851851851852,0.9,BUY,BUY
946,0.9518072289156626,0.9,BUY,BUY
947,0.9602649006622517,0.9,BUY,BUY
948,0.9769932566441888,0.9,BUY,BUY
949,-0.9456521739130435,-0.9,SELL,SELL
950,-0.9686924493554327,-0.9,SELL,SELL
951,-0.9847473784556721,-0.9,SELL,SELL
952,0.986573715466047,0.9,BUY,BUY
953,-1.0,-0.84427893,SELL,SELL
954,1.0,0.98272014,BUY,BUY
955,0.974624060150376,0.9,BUY,BUY
956,0.8656429942418427,0.9,BUY,BUY
957,1.0,0.9,BUY,BUY
958,0.3333333333333333,0.32789898,BUY,BUY
959,-0.9507523939808481,-0.9,SELL,SELL
960,-0.984251968503937,-0.9,SELL,SELL
961,-0.983710407239819,-0.9,SELL,SELL
962,-1.0,-0.9123837,SELL,SELL
963,-0.9860488290981565,-0.9,SELL,SELL
964,0.9874055415617129,0.9,BUY,BUY
965,1.0,0.95043725,BUY,BUY
966,0.8705035971223022,0.9,BUY,BUY
967,1.0,0.9813297,BUY,BUY
968,0.3333333333333333,0.3858841,BUY,BUY
969,-1.0,-0.9134671,SELL,SELL
970,0.9882720875684128,0.9,BUY,BUY
971,0.9806362378976486,0.9,BUY,BUY
972,-0.5,-0.4757738,SELL,SELL
973,0.960171807887544,0.9,BUY,BUY
974,0.9563492063492064,0.9,BUY,BUY
975,0.6,0.5999261,BUY,BUY
976,0.9393939393939394,0.9,BUY,BUY
977,-0.7142857142857143,-0.71569633,SELL,SELL
978,-1.0,-0.9434736,SELL,SELL
979,-0.9548447789275635,-0.9,SELL,SELL
980,-0.7692307692307693,-0.77043295,SELL,SELL
981,0.2,0.19368732,BUY,BUY
982,-0.994711792702274,-0.9,SELL,SELL
983,1.0,0.9,BUY,BUY
984,-0.9380804953560371,-0.9,SELL,SELL
985,-0.9105145413870246,-0.9,SELL,SELL
986,0.35876042908224076,0.62867355,BUY,BUY
987,0.753003632299525,0.9,BUY,BUY
988,0.9844509232264335,0.9,BUY,BUY
989,0.5066079295154186,0.9,BUY,BUY
990,-0.6,-0.61197805,SELL,SELL
991,0.2727272727272727,0.27683127,BUY,BUY
992,-0.9408740359897172,-0.9,SELL,SELL
993,-1.0,-0.9,SELL,SELL
994,-1.0,-0.9,SELL,SELL
995,0.9905397885364496,0.9,BUY,BUY
996,-1.0,-0.9,SELL,SELL
997,0.9772327191644173,0.9,BUY,BUY
998,-0.6666666666666666,-0.5410943,SELL,SELL
999,-0.7272727272727273,-0.310122,SELL,SELL
1000,-0.7894736842105263,-0.7491002,SELL,SELL
1001,0.5,0.48682088,BUY,BUY
1002,-0.41509433962264153,-0.46067286,SELL,SELL
1003,-0.5087719298245614,-0.510797,SELL,SELL
1004,-1.0,-0.9918661,SELL,SELL
1005,0.20634920634920634,0.18687175,BUY,BUY
1006,-0.9903237811685895,-0.9,SELL,SELL
1007,0.958974358974359,0.9,BUY,BUY
1008,-1.0,-0.8670721,SELL,SELL
1009,-1.0,-0.84427893,SELL,SELL
1010,-1.0,-0.9282806,SELL,SELL
1011,-0.726027397260274,-0.70546484,SELL,SELL
1012,-0.5428571428571428,-0.51940084,SELL,SELL
1013,0.8568872987477638,0.9,BUY,BUY
1014,0.2,0.16933458,BUY,BUY
1015,-1.0,-0.8670721,SELL,SELL
1016,-0.9919517102615694,-0.9,SELL,SELL
1017,0.9523809523809523,0.9,BUY,BUY
1018,0.9386973180076629,0.9,BUY,BUY
1019,-0.1935483870967742,-0.19800736,SELL,SELL
1020,-0.9900290818446199,-0.9,SELL,SELL
1021,-0.9429735234215886,-0.9,SELL,SELL
1022,-0.9827713512183116,-0.9,SELL,SELL
1023,-0.953340402969247,-0.9,SELL,SELL
1024,-1.0,-0.95689344,SELL,SELL
1025,-1.0,-0.9,SELL,SELL
1026,-0.44,-0.62034845,SELL,SELL
1027,0.0,-0.008138433,HOLD,SELL
1028,1.0,0.9881177,BUY,BUY
1029,1.0,0.9414704,BUY,BUY
1030,1.0,0.9813297,BUY,BUY
1031,-0.6666666666666666,-0.6653958,SELL,SELL
1032,-0.55,-0.5173316,SELL,SELL
1033,-0.9969834087481146,-0.9,SELL,SELL
1034,-0.95,-0.9,SELL,SELL
1035,-1.0,-0.9,SELL,SELL
1036,-0.9831884057971014,-0.9,SELL,SELL
1037,-0.9413489736070382,-0.9,SELL,SELL
1038,-0.9852534562211982,-0.9,SELL,SELL
1039,-0.9595083152566883,-0.9,SELL,SELL
1040,0.1048951048951049,0.062104926,BUY,BUY
1041,0.6111111111111112,0.5742049,BUY,BUY
1042,0.0,-0.015744224,HOLD,SELL
1043,-0.8666666666666667,-0.9,SELL,SELL
1044,-0.2,-0.20315768,SELL,SELL
1045,0.7555555555555555,0.75778365,BUY,BUY
1046,-0.7142857142857143,-0.68510485,SELL,SELL
1047,0.6896551724137931,0.66585565,BUY,BUY
1048,-0.3333333333333333,-0.3189261,SELL,SELL
1049,0.6666666666666666,0.65245223,BUY,BUY
1050,-0.8967921896792189,-0.9,SELL,SELL
1051,-0.983739837398374,-0.9,SELL,SELL
1052,-0.5384615384615384,-0.53321886,SELL,SELL
1053,0.29411764705882354,0.3365798,BUY,BUY
1054,1.0,0.97701925,BUY,BUY
1055,1.0,0.9881177,BUY,BUY
1056,-0.9899749373433584,-0.9,SELL,SELL
1057,-1.0,-0.9,SELL,SELL
1058,0.9280575539568345,0.9,BUY,BUY
1059,0.984452296819788,0.9,BUY,BUY
1060,0.1044776119402985,0.104892835,BUY,BUY
1061,0.98998998998999,0.9,BUY,BUY
1062,0.9774798927613941,0.9,BUY,BUY
1063,0.6666666666666666,0.64400053,BUY,BUY
1064,-0.9818181818181818,-0.9,SELL,SELL
1065,-0.9922630560928434,-0.9,SELL,SELL
1066,1.0,0.9,BUY,BUY
1067,0.8599562363238512,0.9,BUY,BUY
1068,-0.9906814210832848,-0.9,SELL,SELL
1069,-0.8091106290672451,-0.9,SELL,SELL
1070,-0.5555555555555556,-0.5970459,SELL,SELL
1071,-0.36363636363636365,-0.3798592,SELL,SELL
1072,-0.9716312056737588,-0.9,SELL,SELL
1073,-0.9653092006033183,-0.9,SELL,SELL
1074,-0.9679743795036029,-0.9,SELL,SELL
1075,0.9280719280719281,0.9,BUY,BUY
1076,0.7142857142857143,0.69733906,BUY,BUY
1077,0.9387576552930884,0.9,BUY,BUY
1078,-1.0,-0.9,SELL,SELL
1079,-0.738562091503268,-0.6385236,SELL,SELL
1080,-0.9745547073791349,-0.9,SELL,SELL
1081,0.9604620168813861,0.9,BUY,BUY
1082,0.5,0.47881174,BUY,BUY
1083,-1.0,-0.9219214,SELL,SELL
1084,1.0,0.9770193,BUY,BUY
1085,-1.0,-0.9,SELL,SELL
1086,-0.9776179056754596,-0.9,SELL,SELL
1087,-0.3333333333333333,-0.3348198,SELL,SELL
1088,-1.0,-0.8670721,SELL,SELL
1089,0.8915510718789408,0.9,BUY,BUY
1090,0.48717948717948717,0.46430194,BUY,BUY
1091,-0.9437570303712036,-0.9,SELL,SELL
1092,-0.9661016949152542,-0.9,SELL,SELL
1093,1.0,0.9,BUY,BUY
1094,-0.42857142857142855,-0.4302194,SELL,SELL
1095,-1.0,-0.9434736,SELL,SELL
1096,-1.0,-0.9,SELL,SELL
1097,1.0,0.9,BUY,BUY
1098,0.8518518518518519,0.866376,BUY,BUY
1099,-0.9909502262443439,-0.9,SELL,SELL
1100,-0.9790874524714829,-0.9,SELL,SELL
1101,-0.9014675052410901,-0.9,SELL,SELL
1102,-0.9696369636963696,-0.9,SELL,SELL
1103,-0.8235294117647058,-0.9,SELL,SELL
1104,-0.8970840480274442,-0.9,SELL,SELL
1105,0.9575971731448764,0.9,BUY,BUY
1106,0.9776744186046512,0.9,BUY,BUY
1107,0.9865900383141762,0.9,BUY,BUY
1108,0.9350460494425594,0.9,BUY,BUY
1109,-0.9835728952772074,-0.9,SELL,SELL
1110,-0.42857142857142855,-0.45856285,SELL,SELL
1111,-0.6666666666666666,-0.70248497,SELL,SELL
1112,-1.0,-0.8898659,SELL,SELL
1113,0.9746376811594203,0.9,BUY,BUY
1114,-0.9432624113475178,-0.9,SELL,SELL
1115,0.9755600814663951,0.9,BUY,BUY
1116,0.9858490566037735,0.9,BUY,BUY
1117,0.9886363636363636,0.9,BUY,BUY
1118,0.9852216748768473,0.9,BUY,BUY
1119,0.9834892680242158,0.9,BUY,BUY
1120,0.9469632164242943,0.9,BUY,BUY
1121,0.9428571428571428,0.9,BUY,BUY
1122,0.9584775086505191,0.9,BUY,BUY
1123,-1.0,-0.9,SELL,SELL
1124,-0.7784911717495987,-0.5862508,SELL,SELL
1125,0.26141078838174275,-0.30970812,BUY,SELL
1126,-0.9692307692307692,-0.9,SELL,SELL
1127,0.93,0.9,BUY,BUY
1128,0.9862068965517241,0.9,BUY,BUY
1129,-0.9843971631205674,-0.9,SELL,SELL
1130,0.26153846153846155,0.25541532,BUY,BUY
1131,-0.9850074962518741,-0.9,SELL,SELL
1132,-0.9369202226345084,-0.9,SELL,SELL
1133,-0.1836734693877551,-0.1873386,SELL,SELL
1134,-1.0,-0.8670721,SELL,SELL
1135,0.9939991427346764,0.9,BUY,BUY
1136,0.9556728232189974,0.9,BUY,BUY
1137,-0.9376770538243626,-0.9,SELL,SELL
1138,-0.9931647300068353,-0.9,SELL,SELL
1139,-0.9902650081124933,-0.9,SELL,SELL
1140,-0.8666666666666667,-0.93985796,SELL,SELL
1141,-1.0,-0.9,SELL,SELL
1142,-0.9760041731872717,-0.9,SELL,SELL
1143,-1.0,-0.9,SELL,SELL
1144,-0.3333333333333333,-0.32952178,SELL,SELL
1145,0.9565532223026793,0.9,BUY,BUY
1146,0.922077922077922,0.9,BUY,BUY
1147,0.9695694399482033,0.9,BUY,BUY
1148,1.0,0.9,BUY,BUY
1149,-0.6428571428571429,-0.64787936,SELL,SELL
1150,-1.0,-0.9759693,SELL,SELL
1151,-0.6067415730337079,-0.9,SELL,SELL
1152,-0.1506849315068493,-0.15443279,SELL,SELL
1153,-0.7962962962962963,-0.7933574,SELL,SELL
1154,-0.7647058823529411,-0.7473049,SELL,SELL
1155,-1.0,-0.9251008,SELL,SELL
1156,1.0,0.9,BUY,BUY
1157,0.9209302325581395,0.9,BUY,BUY
1158,-1.0,-0.9,SELL,SELL
1159,-0.9825422804146209,-0.9,SELL,SELL
1160,-0.9915966386554622,-0.9,SELL,SELL
1161,0.5,0.50445056,BUY,BUY
1162,-1.0,-0.9715801,SELL,SELL
1163,-0.3333333333333333,-0.3242247,SELL,SELL
1164,-0.7647058823529411,-0.7768092,SELL,SELL
1165,0.15789473684210525,0.12714851,BUY,BUY
1166,-0.7142857142857143,-0.7462883,SELL,SELL
1167,0.9888423988842399,0.9,BUY,BUY
1168,0.988950276243094,0.9,BUY,BUY
1169,0.9878225572629747,0.9,BUY,BUY
1170,-0.9271948608137045,-0.9,SELL,SELL
1171,-1.0,-0.9,SELL,SELL
1172,-0.2857142857142857,-0.26209307,SELL,SELL
1173,-0.9875389408099688,-0.9,SELL,SELL
1174,-0.9802690582959641,-0.9,SELL,SELL
1175,-0.9955379276152702,-0.9,SELL,SELL
1176,-0.5,-0.47711492,SELL,SELL
1177,-1.0,-0.9251008,SELL,SELL
1178,-0.958974358974359,-0.9,SELL,SELL
1179,-0.38461538461538464,-0.3968656,SELL,SELL
1180,-0.9787985865724381,-0.9,SELL,SELL
1181,-0.974025974025974,-0.9,SELL,SELL
1182,1.0,0.96119845,BUY,BUY
1183,-0.5,-0.4663391,SELL,SELL
1184,0.037037037037037035,0.03641735,BUY,BUY
1185,-0.9713993871297242,-0.9,SELL,SELL
1186,-1.0,-0.9,SELL,SELL
1187,-0.6666666666666666,-0.7021823,SELL,SELL
1188,-0.23529411764705882,-0.25077796,SELL,SELL
1189,-0.9818325434439179,-0.9,SELL,SELL
1190,-0.9586516853932584,-0.9,SELL,SELL
1191,-0.4906832298136646,-0.6877265,SELL,SELL
